,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
387,forssa,100,FI,1580267625,96,60.78,23.6,274.26,1.79
388,shenjiamen,84,CN,1580267626,68,29.96,122.3,280.23,11.07
389,klaksvik,0,FO,1580267627,100,62.23,-6.59,272.15,1.5
390,dossor,64,KZ,1580267629,85,47.53,52.98,269.06,5.95
391,manakara,77,MG,1580267630,80,-22.13,48.02,296.01,1.9
392,vangaindrano,17,MG,1580267631,86,-23.35,47.6,295.05,1.48
393,hermiston,1,US,1580267551,81,45.84,-119.29,281.48,3.1
394,praia da vitoria,75,PT,1580267634,88,38.73,-27.07,291.15,12.01
395,yamada,100,JP,1580267635,92,39.47,141.95,280.17,7.19
396,kathua,91,IN,1580267636,79,32.37,75.52,283.53,1.84
397,sabha,0,LY,1580267638,43,27.04,14.43,286.71,4.74
398,tuxpan,5,MX,1580267639,77,19.55,-103.4,292.15,1.05
399,ambilobe,100,MG,1580267640,92,-13.2,49.05,297.17,1.25
400,swan river,97,CA,1580267642,97,52.11,-101.27,262.18,1.45
401,ngawi,100,ID,1580267644,75,-7.4,111.45,302.27,0.47
402,aykhal,66,RU,1580267645,84,66.0,111.5,254.15,2.0
403,cabra,90,ES,1580267646,93,37.47,-4.44,283.15,1.08
404,terra santa,98,BR,1580267648,76,-2.1,-56.49,299.18,1.09
405,mineral wells,90,US,1580267390,80,32.81,-98.11,279.82,6.7
406,alta floresta,100,BR,1580267650,96,-9.88,-56.09,294.15,0.86
407,atambua,37,ID,1580267651,69,-9.11,124.89,302.22,2.95
408,karimnagar,21,IN,1580267653,55,18.43,79.15,296.74,1.92
409,sobolevo,100,RU,1580267483,95,54.43,31.9,271.8,5.19
410,ilulissat,100,GL,1580267445,59,69.22,-51.1,256.15,4.6
411,bandarbeyla,1,SO,1580267657,72,9.49,50.81,296.28,10.03
412,machali,0,CL,1580267658,78,-34.18,-70.67,285.5,0.33
413,khorramshahr,100,IR,1580267659,81,30.44,48.17,283.15,1.0
414,salair,100,RU,1580267660,92,54.23,85.8,264.19,6.23
415,rocha,0,UY,1580267486,86,-34.48,-54.33,289.53,4.56
416,pekan,20,MY,1580267663,78,3.48,103.4,301.15,2.1
417,olafsvik,0,IS,1580267664,76,64.89,-23.71,272.39,6.35
418,adrar,0,MR,1580267665,26,20.5,-10.07,293.48,5.34
419,iberia,90,US,1580267667,93,29.95,-91.75,288.15,3.6
420,baijiantan,67,CN,1580267668,88,45.63,85.18,260.86,2.95
421,ouadda,0,CF,1580267669,20,8.08,22.4,287.79,1.36
422,teguldet,100,RU,1580267670,95,57.31,88.17,266.13,2.54
423,sakakah,22,SA,1580267672,39,29.97,40.21,282.15,3.6
424,glenwood springs,1,US,1580267673,73,39.55,-107.32,269.26,1.5
425,santa isabel do rio negro,57,BR,1580267675,90,-0.41,-65.02,298.07,0.81
426,visnes,100,NO,1580267676,93,59.36,5.22,275.37,1.5
427,am timan,0,TD,1580267677,14,11.03,20.28,289.96,2.34
428,udachnyy,0,RU,1580267678,84,66.42,112.4,254.15,2.0
429,donduseni,34,MD,1580267680,87,48.24,27.61,275.06,4.22
430,clyde river,1,CA,1580267681,74,70.47,-68.59,242.15,2.1
431,koslan,0,RU,1580267682,96,63.46,48.9,249.61,1.93
432,ukiah,1,US,1580267683,71,39.15,-123.21,284.26,2.1
433,omboue,46,GA,1580267685,94,-1.57,9.26,297.57,0.78
434,paita,6,PE,1580267387,66,-5.09,-81.11,298.72,2.74
435,hovd,0,MN,1580267687,60,48.01,91.64,260.48,0.86
436,yangambi,99,CD,1580267688,67,0.81,24.43,294.22,1.03
437,imeni poliny osipenko,22,RU,1580267690,80,52.42,136.49,262.12,2.28
438,nabire,49,ID,1580267691,63,-3.37,135.48,303.69,2.67
439,derbent,92,RU,1580267692,80,42.07,48.29,280.08,0.43
440,nuuk,93,GL,1580267693,78,64.18,-51.72,261.15,5.7
441,jardim,0,BR,1580267498,91,-21.48,-56.14,295.42,2.15
442,sorland,80,NO,1580267696,79,67.67,12.69,272.72,7.34
443,grindavik,0,IS,1580267697,79,63.84,-22.43,271.15,3.1
444,bud,90,US,1580267698,93,39.45,-86.18,274.26,1.5
445,chapais,75,CA,1580267700,84,49.78,-74.85,257.15,3.1
446,hofn,61,IS,1580267701,59,64.25,-15.21,276.77,6.81
447,aizpute,100,LV,1580267702,100,56.72,21.6,277.15,3.6
448,trud,75,BG,1580267703,80,42.23,24.73,275.15,4.1
449,hagere selam,100,ET,1580267705,91,6.48,38.52,286.14,0.48
450,nerchinskiy zavod,0,RU,1580267706,78,51.31,119.61,259.51,0.91
451,qandala,0,SO,1580267707,57,11.47,49.87,292.15,2.26
452,yantzaza,27,EC,1580267708,96,-3.83,-78.76,286.46,1.97
453,mweka,57,CD,1580267710,82,-4.85,21.57,294.09,0.92
454,huarmey,100,PE,1580267510,75,-10.07,-78.15,295.35,1.35
455,arlit,100,NE,1580267712,9,18.74,7.39,295.13,3.51
456,yizheng,92,CN,1580267713,92,24.67,103.43,279.17,1.19
457,ayan,0,RU,1580267715,72,56.45,138.17,256.67,4.57
458,lesozavodsk,62,RU,1580267716,93,45.48,133.42,260.94,3.81
459,yining,20,CN,1580267717,59,29.04,114.56,281.76,0.42
460,naryan-mar,54,RU,1580267719,98,67.67,53.09,246.14,3.18
461,aswan,0,EG,1580267720,45,24.09,32.91,283.68,5.1
462,emerald,75,AU,1580267475,55,-23.53,148.17,304.15,5.1
463,djambala,100,CG,1580267722,89,-2.54,14.75,294.45,1.01
464,pangoa,100,PE,1580267723,99,-12.12,-73.0,294.6,0.65
465,kapoeta,100,SS,1580267725,64,4.77,33.59,297.9,1.36
466,praia,77,CV,1580267515,49,14.92,-23.51,296.15,7.2
467,umm lajj,0,SA,1580267727,45,25.02,37.27,287.65,3.16
468,solginskiy,99,RU,1580267729,95,61.05,41.34,259.34,2.36
469,vanderhoof,83,CA,1580267722,95,54.02,-124.02,267.85,1.69
470,laranjeiras,20,BR,1580267731,74,-10.81,-37.17,301.15,4.6
471,kutum,0,SD,1580267732,27,14.2,24.67,279.89,1.62
472,kikwit,3,CD,1580267734,76,-5.04,18.82,294.43,0.45
473,bullhead city,1,US,1580267735,31,35.15,-114.57,290.15,1.97
474,yumen,0,CN,1580267737,32,40.28,97.2,270.04,5.03
475,imbituba,40,BR,1580267738,100,-28.24,-48.67,297.15,2.1
476,cooma,29,AU,1580267740,30,-36.23,149.13,300.15,6.7
477,sola,83,VU,1580267741,78,-13.88,167.55,301.41,6.13
478,sungaipenuh,100,ID,1580267742,95,-2.08,101.38,289.36,2.26
479,longonjo,100,AO,1580267743,96,-12.91,15.25,288.48,0.41
480,kisangani,92,CD,1580267547,84,0.52,25.2,294.4,1.02
481,paamiut,83,GL,1580267746,56,61.99,-49.67,263.56,5.83
482,scottsbluff,1,US,1580267747,73,41.87,-103.67,274.15,1.5
483,strezhevoy,75,RU,1580267748,75,60.73,77.59,246.15,4.0
484,lasa,90,IT,1580267483,85,46.62,10.7,269.15,3.1
485,sebring,90,US,1580267751,76,27.5,-81.44,286.48,4.1
486,mayo,90,US,1580267752,65,38.89,-76.51,279.26,4.1
487,naron,20,ES,1580267753,87,43.52,-8.15,287.15,2.6
488,morganton,1,US,1580267755,80,35.75,-81.68,280.15,2.11
489,kodinsk,100,RU,1580267756,94,58.69,99.18,264.42,1.27
490,gazanjyk,0,TM,1580267757,48,39.24,55.52,275.61,2.31
491,srednekolymsk,0,RU,1580267759,96,67.45,153.68,238.84,3.96
492,zhoucun,75,CN,1580267760,100,36.82,117.82,272.15,2.0
493,ortega,40,CO,1580267761,83,3.94,-75.22,296.15,1.0
494,lagoa santa,75,BR,1580267763,94,-19.63,-43.89,294.15,1.5
495,cidreira,57,BR,1580267764,83,-30.18,-50.21,296.9,8.81
496,pacific grove,75,US,1580267765,93,36.62,-121.92,285.93,1.5
497,port keats,92,AU,1580267767,70,-14.25,129.55,304.92,6.51
498,batagay,6,RU,1580267769,73,67.63,134.63,240.67,1.82
499,verkhovye,81,RU,1580267770,93,52.81,37.24,268.77,3.26
500,badvel,5,IN,1580267771,71,14.75,79.05,297.14,2.61
501,flinders,40,AU,1580267716,54,-34.58,150.86,300.37,4.6
502,butia,1,BR,1580267770,87,-30.12,-51.96,293.76,3.25
503,roald,100,NO,1580267775,59,62.58,6.13,275.93,1.0
504,bahia blanca,100,AR,1580267776,59,-38.72,-62.27,291.5,7.59
505,gwadar,0,PK,1580267778,38,25.12,62.33,292.46,8.19
506,perth,0,AU,1580267161,54,-31.93,115.83,301.48,6.2
507,pronsk,94,RU,1580267780,97,54.1,39.61,272.59,1.79
508,demba,87,CD,1580267781,88,-5.51,22.27,294.14,1.07
509,ambon,20,ID,1580267694,50,-3.7,128.18,308.15,3.6
510,baykit,100,RU,1580267784,96,61.67,96.37,260.5,1.26
511,senanga,100,ZM,1580267785,89,-16.12,23.27,292.92,1.21
512,nam som,75,TH,1580267786,73,17.77,102.19,297.59,2.1
513,watertown,90,US,1580267491,59,42.37,-71.18,274.82,2.6
514,soyo,100,AO,1580267789,84,-6.13,12.37,299.8,1.56
515,san jose de sisa,20,PE,1580267790,100,-6.62,-76.69,290.15,1.5
516,kruisfontein,89,ZA,1580267791,78,-34.0,24.73,291.71,3.66
517,salym,63,RU,1580267793,97,60.06,71.48,244.29,2.65
518,pravia,75,ES,1580267732,100,43.49,-6.15,283.71,1.0
519,cabedelo,20,BR,1580267654,88,-6.98,-34.83,299.15,3.1
520,ahuimanu,75,US,1580267796,69,21.44,-157.84,301.15,4.1
521,san jeronimo,100,PE,1580267798,93,-11.95,-75.28,278.49,1.12
522,kollam,20,IN,1580267799,78,8.88,76.6,299.15,2.1
523,berdigestyakh,69,RU,1580267800,97,62.1,126.7,249.51,2.37
524,tulun,73,RU,1580267802,93,54.56,100.58,260.83,1.32
525,douentza,11,ML,1580267803,8,15.0,-2.95,290.98,1.6
526,honningsvag,0,NO,1580267804,66,70.98,25.97,267.45,12.86
527,srisailam,14,IN,1580267651,72,16.08,78.87,296.28,0.73
528,lulea,100,SE,1580267584,85,65.58,22.15,265.15,2.6
529,sinnamary,96,GF,1580267808,84,5.38,-52.95,299.95,8.31
530,padang,100,ID,1580267809,91,-0.95,100.35,293.33,0.18
531,atar,0,MR,1580267759,23,20.52,-13.05,294.87,6.32
532,monrovia,20,LR,1580267779,94,6.3,-10.8,297.15,1.98
533,kormilovka,40,RU,1580267814,75,55.0,74.1,248.15,3.0
534,misratah,0,LY,1580267815,56,32.38,15.09,288.65,3.33
535,henties bay,49,NA,1580267817,89,-22.12,14.28,290.93,0.45
536,roebourne,11,AU,1580267818,19,-20.78,117.13,313.1,6.55
537,pinega,81,RU,1580267819,90,64.7,43.39,254.1,1.73
538,puerto madero,40,MX,1580267820,88,14.72,-92.42,297.15,1.0
539,port hardy,90,CA,1580267821,81,50.7,-127.42,280.15,9.8
540,santa maria,99,BR,1580267640,94,-29.68,-53.81,296.15,3.1
541,san,100,ML,1580267702,5,13.3,-4.9,293.84,3.38
542,san mateo,40,PH,1580267825,74,14.7,121.12,302.04,31.9
543,berlevag,65,NO,1580267826,67,70.86,29.09,268.76,10.28
544,kiama,40,AU,1580267827,54,-34.68,150.87,302.59,4.6
545,corrente,100,BR,1580267829,98,-3.74,-43.34,296.51,0.83
546,boqueirao,40,BR,1580267830,88,-7.5,-36.13,297.15,4.1
547,nueva loja,31,EC,1580267831,82,0.08,-76.88,296.53,1.13
548,paraiso,88,CR,1580267710,96,9.84,-83.87,292.59,0.5
549,itarema,99,BR,1580267834,89,-2.92,-39.92,297.64,1.1
